image,package_name,type,vulnerability_id,severity,url,patched_version,mirrored,state,notes
rancher/fluentd:v0.1.24,libc6,debian,CVE-2018-6485,CRITICAL,https://avd.aquasec.com/nvd/cve-2018-6485,,,triaged,
rancher/fluentd:v0.1.24,libc6,debian,CVE-2018-6551,CRITICAL,https://avd.aquasec.com/nvd/cve-2018-6551,,,triaged,
rancher/fluentd:v0.1.24,libc6,debian,CVE-2019-9169,CRITICAL,https://avd.aquasec.com/nvd/cve-2019-9169,,,triaged,
rancher/fluentd:v0.1.24,libc6,debian,CVE-2021-33574,CRITICAL,https://avd.aquasec.com/nvd/cve-2021-33574,,,triaged,
rancher/fluentd:v0.1.24,libc6,debian,CVE-2009-5155,HIGH,https://avd.aquasec.com/nvd/cve-2009-5155,,,triaged,
rancher/fluentd:v0.1.24,libc6,debian,CVE-2018-1000001,HIGH,https://avd.aquasec.com/nvd/cve-2018-1000001,,,triaged,
rancher/fluentd:v0.1.24,libc6,debian,CVE-2020-1751,HIGH,https://avd.aquasec.com/nvd/cve-2020-1751,,,triaged,
rancher/fluentd:v0.1.24,libc6,debian,CVE-2020-1752,HIGH,https://avd.aquasec.com/nvd/cve-2020-1752,,,triaged,
rancher/fluentd:v0.1.24,libc6,debian,CVE-2021-3326,HIGH,https://avd.aquasec.com/nvd/cve-2021-3326,,,triaged,
rancher/fluentd:v0.1.24,libfdisk1,debian,CVE-2016-2779,HIGH,https://avd.aquasec.com/nvd/cve-2016-2779,,,triaged,
rancher/fluentd:v0.1.24,libgcc1,debian,CVE-2018-12886,HIGH,https://avd.aquasec.com/nvd/cve-2018-12886,,,triaged,
rancher/fluentd:v0.1.24,libgcrypt20,debian,CVE-2021-33560,HIGH,https://avd.aquasec.com/nvd/cve-2021-33560,,,triaged,
rancher/fluentd:v0.1.24,liblz4-1,debian,CVE-2021-3520,CRITICAL,https://avd.aquasec.com/nvd/cve-2021-3520,0.0~r131-2+deb9u1,,triaged,
rancher/fluentd:v0.1.24,libmount1,debian,CVE-2016-2779,HIGH,https://avd.aquasec.com/nvd/cve-2016-2779,,,triaged,
rancher/fluentd:v0.1.24,libruby2.3,debian,CVE-2021-28965,HIGH,https://avd.aquasec.com/nvd/cve-2021-28965,,,triaged,
rancher/fluentd:v0.1.24,libsmartcols1,debian,CVE-2016-2779,HIGH,https://avd.aquasec.com/nvd/cve-2016-2779,,,triaged,
rancher/fluentd:v0.1.24,libssl1.0.2,debian,CVE-2021-23840,HIGH,https://avd.aquasec.com/nvd/cve-2021-23840,1.0.2u-1~deb9u4,,triaged,
rancher/fluentd:v0.1.24,libstdc++6,debian,CVE-2018-12886,HIGH,https://avd.aquasec.com/nvd/cve-2018-12886,,,triaged,
rancher/fluentd:v0.1.24,libsystemd0,debian,CVE-2019-3843,HIGH,https://avd.aquasec.com/nvd/cve-2019-3843,,,triaged,
rancher/fluentd:v0.1.24,libsystemd0,debian,CVE-2019-3844,HIGH,https://avd.aquasec.com/nvd/cve-2019-3844,,,triaged,
rancher/fluentd:v0.1.24,libsystemd0,debian,CVE-2020-1712,HIGH,https://avd.aquasec.com/nvd/cve-2020-1712,,,triaged,
rancher/fluentd:v0.1.24,libudev1,debian,CVE-2019-3843,HIGH,https://avd.aquasec.com/nvd/cve-2019-3843,,,triaged,
rancher/fluentd:v0.1.24,libudev1,debian,CVE-2019-3844,HIGH,https://avd.aquasec.com/nvd/cve-2019-3844,,,triaged,
rancher/fluentd:v0.1.24,libudev1,debian,CVE-2020-1712,HIGH,https://avd.aquasec.com/nvd/cve-2020-1712,,,triaged,
rancher/fluentd:v0.1.24,libuuid1,debian,CVE-2016-2779,HIGH,https://avd.aquasec.com/nvd/cve-2016-2779,,,triaged,
rancher/fluentd:v0.1.24,login,debian,CVE-2017-12424,CRITICAL,https://avd.aquasec.com/nvd/cve-2017-12424,1:4.4-4.1+deb9u1,,triaged,
rancher/fluentd:v0.1.24,login,debian,CVE-2017-20002,HIGH,https://avd.aquasec.com/nvd/cve-2017-20002,1:4.4-4.1+deb9u1,,triaged,
rancher/fluentd:v0.1.24,mount,debian,CVE-2016-2779,HIGH,https://avd.aquasec.com/nvd/cve-2016-2779,,,triaged,
rancher/fluentd:v0.1.24,multiarch-support,debian,CVE-2018-6485,CRITICAL,https://avd.aquasec.com/nvd/cve-2018-6485,,,triaged,
rancher/fluentd:v0.1.24,multiarch-support,debian,CVE-2018-6551,CRITICAL,https://avd.aquasec.com/nvd/cve-2018-6551,,,triaged,
rancher/fluentd:v0.1.24,multiarch-support,debian,CVE-2019-9169,CRITICAL,https://avd.aquasec.com/nvd/cve-2019-9169,,,triaged,
rancher/fluentd:v0.1.24,multiarch-support,debian,CVE-2021-33574,CRITICAL,https://avd.aquasec.com/nvd/cve-2021-33574,,,triaged,
rancher/fluentd:v0.1.24,multiarch-support,debian,CVE-2009-5155,HIGH,https://avd.aquasec.com/nvd/cve-2009-5155,,,triaged,
rancher/fluentd:v0.1.24,multiarch-support,debian,CVE-2018-1000001,HIGH,https://avd.aquasec.com/nvd/cve-2018-1000001,,,triaged,
rancher/fluentd:v0.1.24,multiarch-support,debian,CVE-2020-1751,HIGH,https://avd.aquasec.com/nvd/cve-2020-1751,,,triaged,
rancher/fluentd:v0.1.24,multiarch-support,debian,CVE-2020-1752,HIGH,https://avd.aquasec.com/nvd/cve-2020-1752,,,triaged,
rancher/fluentd:v0.1.24,multiarch-support,debian,CVE-2021-3326,HIGH,https://avd.aquasec.com/nvd/cve-2021-3326,,,triaged,
rancher/fluentd:v0.1.24,passwd,debian,CVE-2017-12424,CRITICAL,https://avd.aquasec.com/nvd/cve-2017-12424,1:4.4-4.1+deb9u1,,triaged,
rancher/fluentd:v0.1.24,passwd,debian,CVE-2017-20002,HIGH,https://avd.aquasec.com/nvd/cve-2017-20002,1:4.4-4.1+deb9u1,,triaged,
rancher/fluentd:v0.1.24,ruby2.3,debian,CVE-2021-28965,HIGH,https://avd.aquasec.com/nvd/cve-2021-28965,,,triaged,
rancher/fluentd:v0.1.24,util-linux,debian,CVE-2016-2779,HIGH,https://avd.aquasec.com/nvd/cve-2016-2779,,,triaged,
rancher/fluentd:v0.1.24,rexml,debian,CVE-2021-28965,HIGH,https://avd.aquasec.com/nvd/cve-2021-28965,3.2.5,,triaged,
rancher/fluentd:v0.1.24,ffi,debian,CVE-2018-1000201,HIGH,https://avd.aquasec.com/nvd/cve-2018-1000201,1.9.24,,triaged,
rancher/fluentd:v0.1.24,ffi,debian,CVE-2018-1000201,HIGH,https://avd.aquasec.com/nvd/cve-2018-1000201,1.9.24,,triaged,
rancher/fluentd:v0.1.24,json,debian,CVE-2020-10663,HIGH,https://avd.aquasec.com/nvd/cve-2020-10663,2.3.0,,triaged,
rancher/fluentd:v0.1.24,json,debian,CVE-2020-10663,HIGH,https://avd.aquasec.com/nvd/cve-2020-10663,2.3.0,,triaged,
rancher/fluentd:v0.1.24,rake,debian,CVE-2020-8130,HIGH,https://avd.aquasec.com/nvd/cve-2020-8130,12.3.3,,triaged,
rancher/fluentd:v0.1.24,yajl-ruby,debian,CVE-2017-16516,HIGH,https://avd.aquasec.com/nvd/cve-2017-16516,1.3.1,,triaged,
rancher/gitjob:v0.1.15,apk-tools,alpine,CVE-2021-30139,HIGH,https://avd.aquasec.com/nvd/cve-2021-30139,2.10.6-r0,,triaged,
rancher/gitjob:v0.1.15,busybox,alpine,CVE-2021-28831,HIGH,https://avd.aquasec.com/nvd/cve-2021-28831,1.31.1-r20,,triaged,
rancher/gitjob:v0.1.15,libcrypto1.1,alpine,CVE-2021-23840,HIGH,https://avd.aquasec.com/nvd/cve-2021-23840,1.1.1j-r0,,triaged,
rancher/gitjob:v0.1.15,libcrypto1.1,alpine,CVE-2021-3450,HIGH,https://avd.aquasec.com/nvd/cve-2021-3450,1.1.1k-r0,,triaged,
rancher/gitjob:v0.1.15,libcurl,alpine,CVE-2021-22901,HIGH,https://avd.aquasec.com/nvd/cve-2021-22901,7.77.0-r0,,triaged,
rancher/gitjob:v0.1.15,libssl1.1,alpine,CVE-2021-23840,HIGH,https://avd.aquasec.com/nvd/cve-2021-23840,1.1.1j-r0,,triaged,
rancher/gitjob:v0.1.15,libssl1.1,alpine,CVE-2021-3450,HIGH,https://avd.aquasec.com/nvd/cve-2021-3450,1.1.1k-r0,,triaged,
rancher/gitjob:v0.1.15,ssl_client,alpine,CVE-2021-28831,HIGH,https://avd.aquasec.com/nvd/cve-2021-28831,1.31.1-r20,,triaged,
rancher/gke-operator:v1.1.1-rc2,glibc,redhat,CVE-2019-1010022,CRITICAL,https://avd.aquasec.com/nvd/cve-2019-1010022,,,triaged,
rancher/gke-operator:v1.1.1-rc2,glibc-common,redhat,CVE-2019-1010022,CRITICAL,https://avd.aquasec.com/nvd/cve-2019-1010022,,,triaged,
rancher/gke-operator:v1.1.1-rc2,glibc-minimal-langpack,redhat,CVE-2019-1010022,CRITICAL,https://avd.aquasec.com/nvd/cve-2019-1010022,,,triaged,
rancher/gke-operator:v1.1.1-rc2,sqlite-libs,redhat,CVE-2019-5827,HIGH,https://avd.aquasec.com/nvd/cve-2019-5827,,,triaged,
rancher/gke-operator:v1.1.1-rc3,glibc,redhat,CVE-2019-1010022,CRITICAL,https://avd.aquasec.com/nvd/cve-2019-1010022,,,triaged,
rancher/gke-operator:v1.1.1-rc3,glibc-common,redhat,CVE-2019-1010022,CRITICAL,https://avd.aquasec.com/nvd/cve-2019-1010022,,,triaged,
rancher/gke-operator:v1.1.1-rc3,glibc-minimal-langpack,redhat,CVE-2019-1010022,CRITICAL,https://avd.aquasec.com/nvd/cve-2019-1010022,,,triaged,
rancher/gke-operator:v1.1.1-rc3,sqlite-libs,redhat,CVE-2019-5827,HIGH,https://avd.aquasec.com/nvd/cve-2019-5827,,,triaged,
rancher/hardened-calico:v3.13.3-build20210223,glib2,redhat,CVE-2015-8385,HIGH,https://avd.aquasec.com/nvd/cve-2015-8385,,,triaged,
rancher/hardened-calico:v3.13.3-build20210223,glib2,redhat,CVE-2016-3191,HIGH,https://avd.aquasec.com/nvd/cve-2016-3191,,,triaged,
rancher/hardened-calico:v3.13.3-build20210223,glib2,redhat,CVE-2021-27219,HIGH,https://avd.aquasec.com/nvd/cve-2021-27219,2.56.1-9.el7_9,,triaged,
rancher/hardened-calico:v3.13.3-build20210223,glibc,redhat,CVE-2019-1010022,CRITICAL,https://avd.aquasec.com/nvd/cve-2019-1010022,,,triaged,
rancher/hardened-calico:v3.13.3-build20210223,glibc-common,redhat,CVE-2019-1010022,CRITICAL,https://avd.aquasec.com/nvd/cve-2019-1010022,,,triaged,
rancher/hardened-calico:v3.13.3-build20210223,sqlite,redhat,CVE-2019-5827,HIGH,https://avd.aquasec.com/nvd/cve-2019-5827,,,triaged,
rancher/hardened-calico:v3.13.3-build20210223,golang.org/x/crypto,redhat,CVE-2020-29652,HIGH,https://avd.aquasec.com/nvd/cve-2020-29652,v0.0.0-20201216223049-8b5274cf687f,,triaged,
rancher/hardened-calico:v3.13.3-build20210223,golang.org/x/crypto,redhat,CVE-2020-9283,HIGH,https://avd.aquasec.com/nvd/cve-2020-9283,v0.0.0-20200220183623-bac4c82f6975,,triaged,
rancher/hardened-calico:v3.13.3-build20210223,golang.org/x/crypto,redhat,CVE-2020-29652,HIGH,https://avd.aquasec.com/nvd/cve-2020-29652,v0.0.0-20201216223049-8b5274cf687f,,triaged,
rancher/hardened-calico:v3.13.3-build20210223,golang.org/x/crypto,redhat,CVE-2020-9283,HIGH,https://avd.aquasec.com/nvd/cve-2020-9283,v0.0.0-20200220183623-bac4c82f6975,,triaged,
rancher/hardened-calico:v3.13.3-build20210223,golang.org/x/crypto,redhat,CVE-2020-29652,HIGH,https://avd.aquasec.com/nvd/cve-2020-29652,v0.0.0-20201216223049-8b5274cf687f,,triaged,
rancher/hardened-calico:v3.13.3-build20210223,golang.org/x/crypto,redhat,CVE-2020-9283,HIGH,https://avd.aquasec.com/nvd/cve-2020-9283,v0.0.0-20200220183623-bac4c82f6975,,triaged,
rancher/hardened-calico:v3.13.3-build20210223,golang.org/x/crypto,redhat,CVE-2020-29652,HIGH,https://avd.aquasec.com/nvd/cve-2020-29652,v0.0.0-20201216223049-8b5274cf687f,,triaged,
rancher/hardened-calico:v3.13.3-build20210223,golang.org/x/crypto,redhat,CVE-2020-9283,HIGH,https://avd.aquasec.com/nvd/cve-2020-9283,v0.0.0-20200220183623-bac4c82f6975,,triaged,
rancher/hardened-coredns:v1.6.9-build20210223,glib2,redhat,CVE-2015-8385,HIGH,https://avd.aquasec.com/nvd/cve-2015-8385,,,triaged,
rancher/hardened-coredns:v1.6.9-build20210223,glib2,redhat,CVE-2016-3191,HIGH,https://avd.aquasec.com/nvd/cve-2016-3191,,,triaged,
rancher/hardened-coredns:v1.6.9-build20210223,glib2,redhat,CVE-2021-27219,HIGH,https://avd.aquasec.com/nvd/cve-2021-27219,2.56.1-9.el7_9,,triaged,
rancher/hardened-coredns:v1.6.9-build20210223,glibc,redhat,CVE-2019-1010022,CRITICAL,https://avd.aquasec.com/nvd/cve-2019-1010022,,,triaged,
rancher/hardened-coredns:v1.6.9-build20210223,glibc-common,redhat,CVE-2019-1010022,CRITICAL,https://avd.aquasec.com/nvd/cve-2019-1010022,,,triaged,
rancher/hardened-coredns:v1.6.9-build20210223,sqlite,redhat,CVE-2019-5827,HIGH,https://avd.aquasec.com/nvd/cve-2019-5827,,,triaged,
rancher/hardened-coredns:v1.6.9-build20210223,github.com/apache/thrift,redhat,CVE-2020-13949,HIGH,https://avd.aquasec.com/nvd/cve-2020-13949,v0.14.0,,triaged,
rancher/hardened-coredns:v1.6.9-build20210223,golang.org/x/crypto,redhat,CVE-2020-29652,HIGH,https://avd.aquasec.com/nvd/cve-2020-29652,v0.0.0-20201216223049-8b5274cf687f,,triaged,
rancher/hardened-etcd:v3.4.13-k3s1-build20210223,glib2,redhat,CVE-2015-8385,HIGH,https://avd.aquasec.com/nvd/cve-2015-8385,,,triaged,
rancher/hardened-etcd:v3.4.13-k3s1-build20210223,glib2,redhat,CVE-2016-3191,HIGH,https://avd.aquasec.com/nvd/cve-2016-3191,,,triaged,
rancher/hardened-etcd:v3.4.13-k3s1-build20210223,glib2,redhat,CVE-2021-27219,HIGH,https://avd.aquasec.com/nvd/cve-2021-27219,2.56.1-9.el7_9,,triaged,
rancher/hardened-etcd:v3.4.13-k3s1-build20210223,glibc,redhat,CVE-2019-1010022,CRITICAL,https://avd.aquasec.com/nvd/cve-2019-1010022,,,triaged,
